600551,时代出版
600552,凯盛科技
600553,太行水泥
600555,海航创新
600556,ST慧球
600557,康缘药业
600558,大西洋
600559,老白干酒
600560,金自天正
600561,江西长运
600562,国睿科技
600563,法拉电子
600565,迪马股份
600566,济川药业
600567,山鹰纸业
600568,中珠医疗
600569,安阳钢铁
600570,恒生电子
600571,信雅达
600572,康恩贝
600573,惠泉啤酒
600575,皖江物流
600576,祥源文化
600577,精达股份
600578,京能电力
600579,天华院
600580,卧龙电气
600581,八一钢铁
600582,天地科技
600583,海油工程
600584,长电科技
600585,海螺水泥
600586,金晶科技
600587,新华医疗
600588,用友网络
600589,广东榕泰
600590,泰豪科技
600591,*ST上航
600592,龙溪股份
600593,大连圣亚
600594,益佰制药
600595,中孚实业
600596,新安股份
600597,光明乳业
600598,北大荒
600599,熊猫金控
600600,青岛啤酒
600601,方正科技
600602,云赛智联
600603,广汇物流
600604,市北高新
600605,汇通能源
600606,绿地控股
600607,上实医药
600608,*ST沪科
600609,金杯汽车
600610,中毅达
600611,大众交通
600612,老凤祥
600613,神奇制药
600614,鹏起科技
600615,丰华股份
600616,金枫酒业
600617,国新能源
600618,氯碱化工
600619,海立股份
600620,天宸股份
600621,华鑫股份
600622,光大嘉宝
600623,华谊集团
600624,复旦复华
600625,PT水仙
600626,申达股份
600627,上电股份
600628,新世界
600629,华建集团
600630,龙头股份
600631,百联股份
600632,华联商厦
600633,浙数文化
600634,富控互动
600635,大众公用
600636,*ST爱富
600637,东方明珠
600638,新黄浦
600639,浦东金桥
600640,号百控股
600641,万业企业
600642,申能股份
600643,爱建集团
600644,乐山电力
600645,中源协和
600646,ST国嘉
600647,同达创业
600648,外高桥
600649,城投控股
600650,锦江投资
600651,飞乐音响
600652,游久游戏
600653,申华控股
600654,*ST中安
600655,豫园股份
600656,退市博元
600657,信达地产
600658,电子城
600659,*ST花雕
600660,福耀玻璃
600661,新南洋
600662,强生控股
600663,陆家嘴
600664,哈药股份
600665,天地源
600666,奥瑞德
600667,太极实业
600668,尖峰集团
600669,*ST鞍成
600670,*ST斯达
600671,天目药业
600672,*ST华圣
600673,东阳光科
600674,川投能源
600675,中华企业
600676,交运股份
600677,航天通信
600678,四川金顶
600679,上海凤凰
600680,*ST上普
600681,百川能源
600682,南京新百
600683,京投发展
600684,珠江实业
600685,中船防务
600686,金龙汽车
600687,刚泰控股
600688,上海石化
600689,上海三毛
600690,青岛海尔
600691,阳煤化工
600692,亚通股份
600693,东百集团
600694,大商股份
600695,绿庭投资
600696,*ST匹凸
600697,欧亚集团
600698,湖南天雁
600699,均胜电子
600700,*ST数码
600701,工大高新
600702,沱牌舍得
600703,三安光电
600704,物产中大
600705,XD中航资
600706,曲江文旅
600707,彩虹股份
600708,光明地产
600709,ST生态
600710,ST常林
600711,盛屯矿业
600712,南宁百货
600713,南京医药
600714,金瑞矿业
600715,文投控股
600716,凤凰股份
600717,天津港
600718,东软集团
600719,大连热电
600720,祁连山
600721,百花村
600722,金牛化工
600723,首商股份
600724,宁波富达
600725,ST云维
600726,华电能源
600727,鲁北化工
600728,佳都科技
600729,重庆百货
600730,中国高科
600731,湖南海利
600732,ST新梅
600733,S*ST前锋
600734,实达集团
600735,新华锦
600736,苏州高新
600737,中粮糖业
600738,兰州民百
600739,辽宁成大
600740,山西焦化
600741,华域汽车
600742,一汽富维
600743,华远地产
600744,华银电力
600745,闻泰科技
600746,江苏索普
600747,*ST大控
600748,上实发展
600749,西藏旅游
600750,江中药业
600751,天海投资
600752,*ST哈慈
600753,东方银星
600754,锦江股份
600755,厦门国贸
600756,浪潮软件
600757,长江传媒
600758,红阳能源
600759,洲际油气
600760,中航黑豹
600761,安徽合力
600762,S*ST金荔
600763,通策医疗
600764,中电广通
600765,中航重机
600766,园城黄金
600767,*ST运盛
600768,宁波富邦
600769,祥龙电业
600770,综艺股份
600771,广誉远
600772,S*ST龙昌
600773,西藏城投
600774,汉商集团
600775,南京熊猫
600776,东方通信
600777,新潮能源
600778,友好集团
600779,水井坊
600780,通宝能源
600781,辅仁药业
600782,新钢股份
600783,鲁信创投
600784,鲁银投资
600785,新华百货
600786,东方锅炉
600787,中储股份
600788,*ST达曼
600789,鲁抗医药
600790,轻纺城
600791,京能置业
600792,云煤能源
600793,宜宾纸业
600794,保税科技
600795,国电电力
600796,钱江生化
600797,浙大网新
600798,宁波海运
600799,*ST龙科
600800,天津磁卡
600801,华新水泥
600802,福建水泥
600803,新奥股份
600804,鹏博士
600805,悦达投资
600806,*ST昆机
600807,天业股份
600808,马钢股份
600809,山西汾酒
600810,神马股份
600811,东方集团
600812,华北制药
600813,ST鞍一工
600814,杭州解百
600815,*ST厦工
600816,安信信托
600817,*ST宏盛
600818,中路股份
600819,耀皮玻璃
600820,隧道股份
600821,津劝业
600822,上海物贸
600823,世茂股份
600824,益民集团
600825,新华传媒
600826,兰生股份
600827,百联股份
600828,茂业商业
600829,人民同泰
600830,香溢融通
600831,广电网络
600832,东方明珠
600833,第一医药
600834,申通地铁
600835,上海机电
600836,界龙实业
600837,海通证券
600838,上海九百
600839,四川长虹
600840,新湖创业
600841,上柴股份
600842,中西药业
600843,上工申贝
600844,*ST丹科
600845,宝信软件
600846,同济科技
600847,*ST万里
600848,上海临港
600849,上药转换
600850,华东电脑
600851,海欣股份
600852,*ST中川
600853,龙建股份
600854,春兰股份
600855,航天长峰
600856,中天能源
600857,宁波中百
600858,银座股份
600859,王府井
600860,*ST京城
600861,北京城乡
600862,中航高科
600863,内蒙华电
600864,哈投股份
600865,百大集团
600866,星湖科技
600867,通化东宝
600868,梅雁吉祥
600869,智慧能源
600870,厦华电子
600871,石化油服
600872,中炬高新
600873,梅花生物
600874,创业环保
600875,东方电气
600876,洛阳玻璃
600877,*ST嘉陵
600878,*ST北科
600879,航天电子
600880,博瑞传播
600881,亚泰集团
600882,广泽股份
600883,博闻科技
600884,杉杉股份
600885,宏发股份
600886,国投电力
600887,伊利股份
600888,新疆众和
600889,南京化纤
600890,中房股份
600891,秋林集团
600892,大晟文化
600893,航发动力
600894,广日股份
600895,张江高科
600896,览海投资
600897,厦门空港
600898,国美通讯
600899,*ST信联
600900,长江电力
600903,贵州燃气
600908,无锡银行
600909,华安证券
600917,重庆燃气
600919,江苏银行
600926,杭州银行
600933,爱柯迪
600936,广西广电
600939,重庆建工
600958,东方证券
600959,江苏有线
600960,渤海活塞
600961,株冶集团
600962,国投中鲁
600963,岳阳林纸
600965,福成股份
600966,博汇纸业
600967,内蒙一机
600969,郴电国际
600970,中材国际
600971,恒源煤电
600973,宝胜股份
600975,新五丰
600976,健民集团
600977,中国电影
600978,宜华生活
600979,广安爱众
600980,北矿科技
600981,汇鸿集团
600982,宁波热电
600983,惠而浦
600984,建设机械
600985,雷鸣科化
600986,科达股份
600987,航民股份
600988,赤峰黄金
600990,四创电子
600991,广汽长丰
600992,贵绳股份
600993,马应龙
600995,文山电力
600996,贵广网络
600997,开滦股份
600998,九州通
600999,招商证券
000001,平安银行
000002,万科A
000003,PT金田A
000004,国农科技
000005,世纪星源
000006,深振业A
000007,全新好
000008,神州高铁
000009,中国宝安
000010,美丽生态
000011,深物业A
000012,南玻A
000013,*ST石化A
000014,沙河股份
000015,PT中浩A
000016,深康佳A
000017,深中华A
000018,神州长城
000019,深深宝A
000020,深华发A
000021,深科技
000022,深赤湾A
000023,深天地A
000024,招商地产
000025,特力A
000026,飞亚达A
000027,深圳能源
000028,国药一致
000029,深深房A
000030,富奥股份
000031,中粮地产
000032,深桑达A
000033,新都退
000034,神州数码
000035,中国天楹
000036,华联控股
000037,深南电A
000038,深大通
000039,中集集团
000040,东旭蓝天
000042,中洲控股
000043,中航地产
000045,深纺织A
000046,泛海控股
000047,ST中侨
000048,康达尔
000049,德赛电池
000050,深天马A
000055,方大集团
000056,皇庭国际
000058,深赛格
000059,华锦股份
000060,中金岭南
000061,农产品
000062,深圳华强
000063,中兴通讯
000065,北方国际
000066,中国长城
000068,华控赛格
000069,华侨城A
000070,特发信息
000078,海王生物
000088,盐田港
000089,深圳机场
000090,天健集团
000096,广聚能源
000099,中信海直
000100,TCL集团
000150,宜华健康
000151,中成股份
000153,丰原药业
000155,*ST川化
000156,华数传媒
000157,中联重科
000158,常山北明
000159,国际实业
000166,申万宏源
000301,东方市场
000333,美的集团
000338,潍柴动力
000400,许继电气
000401,冀东水泥
000402,金融街
000403,ST生化
000404,华意压缩
000405,ST鑫光
000406,石油大明
000407,胜利股份
000408,藏格控股
000409,山东地矿
000410,*ST沈机
000411,英特集团
000412,ST五环
000413,东旭光电
000415,渤海金控
000416,民生控股
000417,合肥百货
000418,小天鹅A
000419,通程控股
000420,吉林化纤
000421,南京公用
000422,湖北宜化
000423,东阿阿胶
000425,徐工机械
000426,兴业矿业
000428,华天酒店
000429,粤高速A
000430,张家界
000488,晨鸣纸业
000498,山东路桥
000501,鄂武商A
000502,绿景控股
000503,海虹控股
000504,南华生物
000505,珠江控股
000506,中润资源
000507,珠海港
000508,琼民源A
000509,华塑控股
000510,金路集团
000511,*ST烯碳
000513,丽珠集团
000514,渝开发
000515,攀渝钛业
000516,国际医学
000517,荣安地产
000518,四环生物
000519,中兵红箭
000520,长航凤凰
000521,美菱电器
000522,白云山A
000523,广州浪奇
000524,岭南控股
000525,红太阳
000526,*ST紫学
000527,美的电器
000528,柳工
000529,广弘控股
000530,大冷股份
000531,穗恒运A
000532,华金资本
000533,万家乐
000534,万泽股份
000535,*ST猴王
000536,华映科技
000537,广宇发展
000538,云南白药
000539,粤电力A
000540,中天金融
000541,佛山照明
000542,TCL通讯
000543,皖能电力
000544,中原环保
000545,金浦钛业
000546,金圆股份
000547,航天发展
000548,湖南投资
000549,S湘火炬
000550,江铃汽车
000551,创元科技
000552,靖远煤电
000553,沙隆达A
000554,泰山石油
000555,神州信息
000556,PT南洋
000557,西部创业
000558,莱茵体育
000559,万向钱潮
000560,昆百大A
000561,烽火电子
000562,宏源证券
000563,陕国投A
000564,供销大集
000565,渝三峡A
000566,海南海药
000567,海德股份
000568,泸州老窖
000569,长城股份
000570,苏常柴A
000571,新大洲A
000572,海马汽车
000573,粤宏远A
000576,广东甘化
000578,盐湖集团
000581,威孚高科
000582,北部湾港
000583,S*ST托普
000584,哈工智能
000585,东北电气
000586,汇源通信
000587,金洲慈航
000588,PT粤金曼
000589,黔轮胎A
000590,启迪古汉
000591,太阳能
000592,平潭发展
000593,大通燃气
000594,国恒退
000595,*ST宝实
000596,古井贡酒
000597,东北制药
000598,兴蓉环境
000599,青岛双星
000600,建投能源
000601,韶能股份
000602,金马集团
000603,盛达矿业
000605,渤海股份
000606,神州易桥
000607,华媒控股
000608,阳光股份
000609,绵石投资
000610,西安旅游
000611,天首发展
000612,焦作万方
000613,*ST东海A
000615,京汉股份
000616,海航投资
000617,中油资本
000618,吉林化工
000619,海螺型材
000620,新华联
000621,*ST比特
000622,恒立实业
000623,吉林敖东
000625,长安汽车
000626,远大控股
000627,天茂集团
000628,高新发展
000629,*ST钒钛
000630,铜陵有色
000631,顺发恒业
000632,三木集团
000633,合金投资
000635,英力特
000636,风华高科
000637,茂化实华
000638,万方发展
000639,西王食品
000650,仁和药业
000651,格力电器
000652,泰达股份
000653,ST九州
000655,金岭矿业
000656,金科股份
000657,中钨高新
000658,ST海洋
000659,*ST中富
000660,*ST南华
000661,长春高新
000662,天夏智慧
000663,永安林业
000665,湖北广电
000666,经纬纺机
000667,美好置业
000668,荣丰控股
000669,金鸿控股
000670,盈方微
000671,阳光城
000672,上峰水泥
000673,当代东方
000675,ST银山
000676,智度股份
000677,恒天海龙
000678,襄阳轴承
000679,大连友谊
000680,山推股份
000681,视觉中国
000682,东方电子
000683,远兴能源
000685,中山公用
000686,东北证券
000687,华讯方舟
000688,建新矿业
000689,ST宏业
000690,宝新能源
000691,ST亚太
000692,惠天热电
000693,*ST华泽
000695,滨海能源
000697,炼石有色
000698,沈阳化工
000699,S*ST佳纸
000700,模塑科技
000701,厦门信达
000702,正虹科技
000703,恒逸石化
000705,浙江震元
000707,双环科技
000708,大冶特钢
000709,河钢股份
000710,贝瑞基因
000711,京蓝科技
000712,锦龙股份
000713,丰乐种业
000715,中兴商业
000716,黑芝麻
000717,韶钢松山
000718,苏宁环球
000719,大地传媒
000720,新能泰山
000721,西安饮食
000722,湖南发展
000723,美锦能源
000725,京东方A
000726,鲁泰A
000727,华东科技
000728,国元证券
000729,燕京啤酒
000730,*ST环保
000731,四川美丰
000732,泰禾集团
000733,振华科技
000735,罗牛山
000736,中交地产
000737,南风化工
000738,航发控制
000739,普洛药业
000748,长城信息
000750,国海证券
000751,锌业股份
000752,西藏发展
000753,漳州发展
000755,*ST三维
000756,新华制药
000757,浩物股份
000758,中色股份
000759,中百集团
000760,斯太尔
000761,本钢板材
000762,西藏矿业
000763,锦州石化
000765,*ST华信
000766,通化金马
000767,漳泽电力
000768,中航飞机
000769,*ST大菲
000776,广发证券
000777,中核科技
000778,新兴铸管
000779,三毛派神
000780,*ST平能
000782,美达股份
000783,长江证券
000785,武汉中商
000786,北新建材
000787,*ST创智
000788,北大医药
000789,万年青
000790,泰合健康
000791,甘肃电投
000792,盐湖股份
000793,华闻传媒
000795,英洛华
000796,凯撒旅游
000797,中国武夷
000798,中水渔业
000799,酒鬼酒
000800,一汽轿车
000801,四川九洲
000802,北京文化
000803,*ST金宇
000805,*ST炎黄
000806,银河生物
000807,云铝股份
000809,*ST新城
000810,创维数字
000811,冰轮环境
000812,陕西金叶
000813,德展健康
000815,美利云
000816,智慧农业
000817,辽河油田
000818,方大化工
000819,岳阳兴长
000820,神雾节能
000821,京山轻机
000822,山东海化
000823,超声电子
000825,太钢不锈
000826,启迪桑德
000827,*ST长兴
000828,东莞控股
000829,天音控股
000830,鲁西化工
000831,五矿稀土
000832,*ST龙涤
000833,贵糖股份
000835,长城动漫
000836,鑫茂科技
000837,秦川机床
000838,财信发展
000839,中信国安
000848,承德露露
000850,华茂股份
000851,高鸿股份
000852,石化机械
000856,冀东装备
000858,五粮液
000859,国风塑业
000860,顺鑫农业
000861,海印股份
000862,银星能源
000863,三湘印象
000866,扬子石化
000868,安凯客车
000869,张裕A
000875,吉电股份
000876,新希望
000877,天山股份
000878,云南铜业
000880,潍柴重机
000881,中广核技
000882,华联股份
000883,湖北能源
000885,同力水泥
000886,海南高速
000887,中鼎股份
000888,峨眉山A
000889,茂业通信
000890,法尔胜
000892,欢瑞世纪
000893,东凌国际
000895,双汇发展
000897,津滨发展
000898,鞍钢股份
000899,赣能股份
000900,现代投资
000901,航天科技
000902,新洋丰
000903,云内动力
000905,厦门港务
000906,浙商中拓
000908,景峰医药
000909,数源科技
000910,大亚圣象
000911,南宁糖业
000912,泸天化
000913,钱江摩托
000915,山大华特
000916,华北高速
000917,电广传媒
000918,嘉凯城
000919,金陵药业
000920,南方汇通
000921,海信科龙
000922,*ST佳电
000923,河北宣工
000925,众合科技
000926,福星股份
000927,一汽夏利
000928,中钢国际
000929,兰州黄河
000930,中粮生化
000931,中关村
000932,*ST华菱
000933,神火股份
000935,四川双马
000936,华西股份
000937,冀中能源
000938,紫光股份
000939,凯迪生态
000948,南天信息
000949,新乡化纤
000950,*ST建峰
000951,中国重汽
000952,广济药业
000953,*ST河化
000955,欣龙控股
000956,中原油气
000957,中通客车
000958,东方能源
000959,首钢股份
000960,锡业股份
000961,中南建设
000962,东方钽业
000963,华东医药
000965,天保基建
000966,长源电力
000967,盈峰环境
000968,蓝焰控股
000969,安泰科技
000970,中科三环
000971,高升控股
000972,*ST中基
000973,佛塑科技
000975,银泰资源
000976,华铁股份
000977,浪潮信息
000978,桂林旅游
000979,中弘股份
000980,众泰汽车
000981,银亿股份
000982,*ST中绒
000983,西山煤电
000985,大庆华科
000987,越秀金控
000988,华工科技
000989,九芝堂
000990,诚志股份
000991,通海高科
000993,闽东电力
000995,皇台酒业
000996,中国中期
000997,新大陆
000998,隆平高科
000999,华润三九
001696,宗申动力
001896,豫能控股
001979,招商蛇口
002001,新和成
002002,鸿达兴业
002003,伟星股份
002004,华邦健康
002005,德豪润达
002006,精功科技
002007,华兰生物
002008,大族激光
002009,天奇股份
002010,传化智联
002011,盾安环境
002012,凯恩股份
002013,中航机电
002014,永新股份
002015,霞客环保
002016,世荣兆业
002017,东信和平
002018,华信国际
002019,亿帆医药
002020,京新药业
002021,中捷资源
002022,科华生物
002023,海特高新
002024,苏宁云商
002025,航天电器
002026,山东威达
002027,分众传媒
002028,思源电气
002029,七匹狼
002030,达安基因
002031,巨轮智能
002032,苏泊尔
002033,丽江旅游
002034,美欣达
002035,华帝股份
002036,联创电子
002037,久联发展
002038,双鹭药业
002039,黔源电力
002040,南京港
002041,登海种业
002042,华孚时尚
002043,兔宝宝
002044,美年健康
002045,国光电器
002046,轴研科技
002047,宝鹰股份
002048,宁波华翔
002049,紫光国芯
002050,三花智控
002051,中工国际
002052,同洲电子
002053,云南能投
002054,德美化工
002055,得润电子
002056,横店东磁
002057,中钢天源
002058,威尔泰
002059,云南旅游
002060,粤水电
002061,江山化工
002062,宏润建设
002063,远光软件
002064,华峰氨纶
002065,东华软件
002066,瑞泰科技
002067,景兴纸业
002068,黑猫股份
002069,獐子岛
002070,*ST众和
002071,长城影视
002072,凯瑞德
002073,软控股份
002074,国轩高科
002075,沙钢股份
002076,雪莱特
002077,大港股份
002078,太阳纸业
002079,苏州固锝
002080,中材科技
002081,金螳螂
002082,栋梁新材
002083,孚日股份
002084,海鸥卫浴
002085,万丰奥威
002086,东方海洋
002087,新野纺织
002088,鲁阳节能
002089,新海宜
002090,金智科技
002091,江苏国泰
002092,中泰化学
002093,国脉科技
002094,青岛金王
002095,生意宝
002096,南岭民爆
002097,山河智能
002098,浔兴股份
002099,海翔药业
002100,天康生物
002101,广东鸿图
002102,冠福股份
002103,广博股份
002104,恒宝股份
002105,信隆健康
002106,莱宝高科
002107,沃华医药
002108,沧州明珠
002109,兴化股份
002110,三钢闽光
002111,威海广泰
002112,三变科技
002113,天润数娱
002114,罗平锌电
002115,三维通信
002116,中国海诚
002117,东港股份
002118,紫鑫药业
002119,康强电子
002120,韵达股份
002121,科陆电子
002122,天马股份
002123,梦网集团
002124,天邦股份
002125,湘潭电化
002126,银轮股份
002127,南极电商
002128,露天煤业
002129,中环股份
002130,沃尔核材
002131,利欧股份
002132,恒星科技
002133,广宇集团
002134,*ST普林
002135,东南网架
002136,安纳达
002137,麦达数字
002138,顺络电子
002139,拓邦股份
002140,东华科技
002141,贤丰控股
002142,宁波银行
002143,印纪传媒
002144,宏达高科
002145,中核钛白
002146,荣盛发展
002147,新光圆成
002148,北纬科技
002149,西部材料
002150,通润装备
002151,北斗星通
002152,广电运通
002153,石基信息
002154,报喜鸟
002155,湖南黄金
002156,通富微电
002157,正邦科技
002158,汉钟精机
002159,三特索道
002160,常铝股份
002161,远望谷
002162,悦心健康
002163,中航三鑫
002164,宁波东力
002165,红宝丽
002166,莱茵生物
002167,东方锆业
002168,深圳惠程
002169,智光电气
002170,芭田股份
002171,楚江新材
002172,澳洋科技
002173,创新医疗
002174,游族网络
002175,东方网络
002176,江特电机
002177,御银股份
002178,延华智能
002179,中航光电
002180,纳思达
002181,粤传媒
002182,云海金属
002183,怡亚通
002184,海得控制
002185,华天科技
002186,全聚德
002187,广百股份
002188,巴士在线
002189,利达光电
002190,成飞集成
002191,劲嘉股份
002192,融捷股份
002193,如意集团
002194,武汉凡谷
002195,二三四五
002196,方正电机
002197,证通电子
002198,嘉应制药
002199,东晶电子
002200,云投生态
002201,九鼎新材
002202,金风科技
002203,海亮股份
